site,event_index,onset_sample,peak_sample,onset_s_from_start,peak_s_from_start,peak_envelope,robust_z_peak
H1,46,23843,23847,186.2734375,186.3046875,0.007558860579013404,6.981825636680949
H1,47,24722,24727,193.140625,193.1796875,0.01400258063994216,14.46964596560798
H1,48,26302,26307,205.484375,205.5234375,0.008976453633230108,8.629116640812445
H1,49,27565,27568,215.3515625,215.375,0.006922996672321853,6.242930302629193
H1,50,27984,27992,218.625,218.6875,0.0084466136314301,8.013424664897368
H1,51,28742,28747,224.546875,224.5859375,0.02558309246582723,27.92659180579457
H1,52,29095,29099,227.3046875,227.3359375,0.006780978529893813,6.077900424873165
H1,53,29947,29950,233.9609375,233.984375,0.007334550905234088,6.721170220334748
H1,54,30510,30520,238.359375,238.4375,0.012623068327695773,12.866606069713619
H1,55,30911,30915,241.4921875,241.5234375,0.009931715815019278,9.739163557286524
H1,56,31032,31046,242.4375,242.546875,0.011729789059516169,11.828585392148643
H1,57,31185,31189,243.6328125,243.6640625,0.006951508337196408,6.276061820112973
H1,58,31456,31460,245.75,245.78125,0.009894028758930608,9.695369925339472
H1,59,31687,31690,247.5546875,247.578125,0.009614957449990467,9.371079639519532
H1,60,35427,35443,276.7734375,276.8984375,0.010755990410762934,10.696998475046415
H1,61,36033,36038,281.5078125,281.546875,0.014825403539205398,15.425793963030747
H1,62,36664,36669,286.4375,286.4765625,0.02589997058415932,28.294814880944294
H1,63,36916,36920,288.40625,288.4375,0.008074235822830974,7.580709075314798
H1,64,39935,39937,311.9921875,312.0078125,0.006886913902619227,6.201000905642886
H1,65,40797,40799,318.7265625,318.7421875,0.007383680141632415,6.77826005222838
H1,66,42203,42209,329.7109375,329.7578125,0.020654029205413038,22.19885383224625
H1,67,43954,43957,343.390625,343.4140625,0.007416808592605854,6.8167564310777475
H1,68,44359,44363,346.5546875,346.5859375,0.00942219007829562,9.147077443446095
H1,69,44453,44457,347.2890625,347.3203125,0.01441772201699796,14.95205426595384
H1,70,45017,45021,351.6953125,351.7265625,0.009674505713975459,9.440276733341586
H1,71,45365,45370,354.4140625,354.453125,0.009651425103967937,9.413456285031568
H1,72,45533,45537,355.7265625,355.7578125,0.008458987487941418,8.027803504054965
H1,73,45793,45797,357.7578125,357.7890625,0.008901470091855154,8.541983233381117
H1,74,45933,45937,358.8515625,358.8828125,0.009123826316357359,8.800368675695179
H1,75,46592,46595,364.0,364.0234375,0.008154237378288765,7.673673584579386
H1,76,46887,46890,366.3046875,366.328125,0.007059174830404374,6.401173921347037
H1,77,47075,47081,367.7734375,367.8203125,0.008169383112090303,7.691273438760408
H1,78,49416,49419,386.0625,386.0859375,0.00709112385433527,6.438299766141209
H1,79,49525,49530,386.9140625,386.953125,0.01076024094023496,10.701937733842328
H1,80,49965,49970,390.3515625,390.390625,0.015364205675057146,16.051900241384267
H1,81,50605,50609,395.3515625,395.3828125,0.010299693939390064,10.166766565209075
H1,82,50707,50711,396.1484375,396.1796875,0.009422144750122532,9.147024770578136
H1,83,51352,51357,401.1875,401.2265625,0.01006272460857992,9.891400199849514
H1,84,51470,51474,402.109375,402.140625,0.007661103290626953,7.100635120529662
H1,85,52494,52499,410.109375,410.1484375,0.010381366305252422,10.26167261259059
H1,86,52765,52769,412.2265625,412.2578125,0.009090788313994689,8.761977401186167
H1,87,53133,53136,415.1015625,415.125,0.008579355373606386,8.167675052277097
H1,88,53533,53542,418.2265625,418.296875,0.009256155410547659,8.95413955217919
H1,89,55309,55313,432.1015625,432.1328125,0.010744740775532627,10.683926018984696
H1,90,55661,55665,434.8515625,434.8828125,0.009558774663105058,9.305793343746512
H1,91,55911,55915,436.8046875,436.8359375,0.0077692341733911485,7.226286858111489
H1,92,57557,57560,449.6640625,449.6875,0.007582407624515596,7.0091880987882895
H1,93,58227,58231,454.8984375,454.9296875,0.01012867475550456,9.968036497852639
H1,94,58340,58344,455.78125,455.8125,0.009313774397778697,9.021094761257373
